record_id,report_id,filer_cpf_id,filer_name,date,amount,vendor,clarified_name,purpose,clarified_purpose,record_type_description,source_link,vendor_ids,vendor_names,vendor_groups,vendor_eras,confidences
1957095,1022120,15129,"Edwards, Melvin A.",3/10/2026,21.25,OPENAI *CHATGPT SUBSCROPENAI.COM,,,AI subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1022120,openai,OpenAI (ChatGPT),general_purpose,generative,high
1963551,1024558,15129,"Edwards, Melvin A.",4/10/2026,21.25,OPENAI *CHATGPT SUBSCROPENAI.COM,,,monthly subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1024558,openai,OpenAI (ChatGPT),general_purpose,generative,high
1971090,1028260,15129,"Edwards, Melvin A.",5/11/2026,21.25,OPENAI *CHATGPT SUBSCROPENAI.COM,,,information resource,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1028260,openai,OpenAI (ChatGPT),general_purpose,generative,high
1980018,1032045,15129,"Edwards, Melvin A.",6/10/2026,21.25,OPENAI *CHATGPT SUBSCROPENAI.COM,,,AI subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1032045,openai,OpenAI (ChatGPT),general_purpose,generative,high
1987334,1036081,15129,"Edwards, Melvin A.",7/10/2026,21.25,OPENAI *CHATGPT SUBSCROPENAI.COM,,,subscription for AI service,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1036081,openai,OpenAI (ChatGPT),general_purpose,generative,high
2004564,1041883,15129,"Edwards, Melvin A.",8/10/2026,21.25,OPENAI *CHATGPT SUBSCROPENAI.COM,,,subscription for AI service,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1041883,openai,OpenAI (ChatGPT),general_purpose,generative,high
1959546,1023293,13811,"Eldridge, James",4/6/2026,24.99,CAPTIONS.AI NEW YORK NY,,POS PURCHASE,Computer software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1023293,captions_ai,Captions,general_purpose,generative,high
1967952,1027284,13811,"Eldridge, James",5/6/2026,24.99,CAPTIONS.AI NEW YORK NY,,POS PURCHASE,Image Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1027284,captions_ai,Captions,general_purpose,generative,high
1976385,1031094,13811,"Eldridge, James",6/8/2026,24.99,CAPTIONS.AI NEW YORK NY,,POS PURCHASE,Image Software - monthly charge,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1031094,captions_ai,Captions,general_purpose,generative,high
1986322,1035601,13811,"Eldridge, James",7/6/2026,24.99,CAPTIONS.AI NEW YORK NY,,POS PURCHASE,mage Software - monthly charge,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1035601,captions_ai,Captions,general_purpose,generative,high
2000572,1040974,13811,"Eldridge, James",8/6/2026,26.55,CAPTIONS.AI NEW YORK NY,,POS PURCHASE,Image software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1040974,captions_ai,Captions,general_purpose,generative,high
1910040,998540,13811,"Eldridge, James",10/8/2025,24.99,MIRAGE (CAPTIONS NEW,,POS PURCHASE,Social Media software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=998540,captions_ai,Captions,general_purpose,generative,high
1922784,1005086,13811,"Eldridge, James",12/8/2025,11.99,MIRAGE (CAPTIONS) NEW YORK,,POS PURCHASE,Software purchase for website,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1005086,captions_ai,Captions,general_purpose,generative,high
1937136,1011804,13811,"Eldridge, James",1/6/2026,24.99,MIRAGE (CAPTIONS) NEW YORK,,POS PURCHASE,Software for office,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1011804,captions_ai,Captions,general_purpose,generative,high
1943205,1014972,13811,"Eldridge, James",2/6/2026,24.99,MIRAGE (CAPTIONS) NEW YORK,,POS PURCHASE,Social Media software monthly charge ,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1014972,captions_ai,Captions,general_purpose,generative,high
1950119,1018839,13811,"Eldridge, James",3/6/2026,24.99,MIRAGE (CAPTIONS) NEW YORK,,POS PURCHASE,Software for social media,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1018839,captions_ai,Captions,general_purpose,generative,high
1947280,1016780,16979,"Espinola, Joe",1/31/2026,21.25,Openai,,Website Development,,Reimbursement Sub-Item,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1016780,openai,OpenAI (ChatGPT),general_purpose,generative,high
1916103,1001884,15376,"Farley-Bouvier, Tricia",11/10/2025,212.5,CLAUDE.AI SUBSCRIPTION ANTHROPIC.COM,,,Subscription service,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1001884,anthropic,Anthropic (Claude),general_purpose,generative,high
1964114,1024669,15006,"Fattman, Ryan",4/2/2026,21.25,OPENAI *CHATGPT SUBSCR                      OPENAI.COM   CA 24492166091100082407950 RECURRING,,PURCHASE   0401 ,chat GPT subscription ,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1024669,openai,OpenAI (ChatGPT),general_purpose,generative,high
1972456,1028655,15006,"Fattman, Ryan",5/4/2026,21.25,OPENAI *CHATGPT SUBSCR                      OPENAI.COM   CA 24492166121100091699054 RECURRING CKCD,,PURCHASE   0501 ,CHAT GPT subscription ,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1028655,openai,OpenAI (ChatGPT),general_purpose,generative,high
1981469,1032450,15006,"Fattman, Ryan",6/2/2026,21.25,OPENAI *CHATGPT SUBSCR                      OPENAI.COM   CA 24492166152100086366380 RECURRING,,PURCHASE   0601 ,monthly subscription to Chat GPT ,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1032450,openai,OpenAI (ChatGPT),general_purpose,generative,high
1990437,1036828,15006,"Fattman, Ryan",7/2/2026,21.25,OPENAI*CHATGPTSUBSCROPENAI.COMCA24492166182100094834712RECURRINGCKCD,,PURCHASE0701,Online subscription for senate office ,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1036828,openai,OpenAI (ChatGPT),general_purpose,generative,high
2005710,1042159,15006,"Fattman, Ryan",8/3/2026,21.25,OPENAI*CHATGPTSUBSCROPENAI.COMCA24492166213100054225854RECURRINGCKCD,,PURCHASE0801,Monthly subscription ,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1042159,openai,OpenAI (ChatGPT),general_purpose,generative,high
1879879,985628,16407,"Fernandes, Dylan",5/30/2025,20.0,OPENAI *CHATGPT SUBSCR,,Subscription,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=985628,openai,OpenAI (ChatGPT),general_purpose,generative,high
1887456,988897,16407,"Fernandes, Dylan",6/30/2025,20.0,OPENAI *CHATGPT SUBSCR,,Office supplies,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=988897,openai,OpenAI (ChatGPT),general_purpose,generative,high
1910505,998676,16407,"Fernandes, Dylan",8/30/2025,20.0,OPENAI *CHATGPT SUBSCR,,Internet,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=998676,openai,OpenAI (ChatGPT),general_purpose,generative,high
1910526,998677,16407,"Fernandes, Dylan",7/30/2025,20.0,OPENAI *CHATGPT SUBSCR,,Internet,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=998677,openai,OpenAI (ChatGPT),general_purpose,generative,high
1916915,1002117,16407,"Fernandes, Dylan",9/30/2025,21.25,OPENAI *CHATGPT SUBSCR,,Research,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1002117,openai,OpenAI (ChatGPT),general_purpose,generative,high
1921642,1004705,16407,"Fernandes, Dylan",10/30/2025,21.25,OPENAI *CHATGPT SUBSCR,,Research,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1004705,openai,OpenAI (ChatGPT),general_purpose,generative,high
1941100,1013539,16407,"Fernandes, Dylan",11/30/2025,21.25,OPENAI *CHATGPT SUBSCR,,Internet platform,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1013539,openai,OpenAI (ChatGPT),general_purpose,generative,high
1947903,1017326,16407,"Fernandes, Dylan",12/30/2025,21.25,OPENAI *CHATGPT SUBSCR,,Work platform,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1017326,openai,OpenAI (ChatGPT),general_purpose,generative,high
1955552,1020527,16407,"Fernandes, Dylan",1/30/2026,21.25,OPENAI *CHATGPT SUBSCR,,Web platform,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1020527,openai,OpenAI (ChatGPT),general_purpose,generative,high
1958297,1022836,16407,"Fernandes, Dylan",2/28/2026,21.25,OPENAI *CHATGPT SUBSCR,,Website platform,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1022836,openai,OpenAI (ChatGPT),general_purpose,generative,high
1971635,1028518,16407,"Fernandes, Dylan",3/30/2026,21.25,OPENAI *CHATGPT SUBSCR,,Platform,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1028518,openai,OpenAI (ChatGPT),general_purpose,generative,high
1983874,1034666,16407,"Fernandes, Dylan",4/30/2026,21.25,OPENAI *CHATGPT SUBSCR,,Web platform,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1034666,openai,OpenAI (ChatGPT),general_purpose,generative,high
1983936,1034667,16407,"Fernandes, Dylan",5/30/2026,21.25,OPENAI *CHATGPT SUBSCR,,Internet,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1034667,openai,OpenAI (ChatGPT),general_purpose,generative,high
1656118,875984,17699,"Figueroa, Elizabeth",3/1/2023,63.75,PAYPAL           GRAMMARLY,Duplicated Over changes -Figueroa Campaign Items,PREAUTHORIZED DEBIT   ,Over Change ,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=875984,grammarly,Grammarly,general_purpose,legacy,high
1656119,875984,17699,"Figueroa, Elizabeth",3/2/2023,63.75,PAYPAL           GRAMMARLY,Figueroa Campaign Items-bill ,PREAUTHORIZED DEBIT   ,Figueroa Campaign Items,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=875984,grammarly,Grammarly,general_purpose,legacy,high
1968014,1027299,17478,"Fluker-Reid, Brandy",5/1/2026,212.5,CLAUDE.AI SUBSCRIPTION SAN,,POS PURCHASE,Claude subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1027299,anthropic,Anthropic (Claude),general_purpose,generative,high
1946079,1016069,19658,"Frieden, Gilbert",2/27/2026,25.5,DESCRIPT,website,DBT PURCHASE,Video editing software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1016069,descript,Descript,general_purpose,legacy,high
1992527,1037659,19658,"Frieden, Gilbert",7/24/2026,25.92,DESCRIPT         ST-BNXUTV,Software company,PREAUTHORIZED DEBIT,Software to create social media posts,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1037659,descript,Descript,general_purpose,legacy,high
1986446,1035696,18885,"Gaskey, John",7/2/2026,7.01,GOOGLE*WORKSPACE VOTEJ,Google Gemini,POS PURCHASE,AI Software for Campaign,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1035696,google_ai,Google (Gemini / Vertex AI),general_purpose,generative,high
1712715,902280,17289,"Gordon, Lisa R.T.",10/23/2023,16.99,OTTER.AI MOUNTAIN VIEW,"Otter AI, 800 W El Camino Real, Suite 170, Mountain View, CA 94040",POS PURCHASE ,Transcription Service,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=902280,otter_ai,Otter.ai,general_purpose,legacy,high
1712716,902280,17289,"Gordon, Lisa R.T.",10/23/2023,23.01,OTTER.AI MOUNTAIN VIEW,"Otter AI, 800 W El Camino Real, Suite 170, Mountain View, CA 94040",POS PURCHASE,Transcription Services,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=902280,otter_ai,Otter.ai,general_purpose,legacy,high
1712717,902280,17289,"Gordon, Lisa R.T.",10/23/2023,40.0,OTTER.AI MOUNTAIN VIEW,"Otter AI, 800 W El Camino Real, Suite 170, Mountain View, CA 94040",POS PURCHASE ,Transscription Services,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=902280,otter_ai,Otter.ai,general_purpose,legacy,high
1870475,980126,16962,"Kearney, Patrick",6/23/2025,20.0,0620 OPENAI *CHATGPT SUBSCR                      OPENAI.COM   CA 24492165171100034837325 RECURRING,OpenAI,PURCHASE   ,Technology Subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=980126,openai,OpenAI (ChatGPT),general_purpose,generative,high
1990497,1036841,16962,"Kearney, Patrick",7/21/2026,21.25,OPEN AI * CHATGPTSUBSCROPENAI.COM CA 24492166201100054851745 RECURRING CKCD,Open AI,PURCHASE 0720 ,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1036841,openai,OpenAI (ChatGPT),general_purpose,generative,high
1895945,992931,16962,"Kearney, Patrick",9/22/2025,21.25,OPENAI *CHATGPT SUBSCR,OpenAI,PURCHASE   0920OPENAI.COM   CA 2449216526310015705,Campaign Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=992931,openai,OpenAI (ChatGPT),general_purpose,generative,high
1878558,984586,16962,"Kearney, Patrick",7/21/2025,20.0,OPENAI *CHATGPT SUBSCR                      OPENAI.COM,OpenAI,PURCHASE   0720,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=984586,openai,OpenAI (ChatGPT),general_purpose,generative,high
1886819,988643,16962,"Kearney, Patrick",8/21/2025,20.0,OPENAI *CHATGPT SUBSCR                      OPENAI.COM,OpenAI,PURCHASE   0820 CA 24492165232100037468364 RECURRI,Campaign Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=988643,openai,OpenAI (ChatGPT),general_purpose,generative,high
1909700,998452,16962,"Kearney, Patrick",10/21/2025,21.25,OPENAI *CHATGPT SUBSCR                      OPENAI.COM   CA,OpenAI,PURCHASE   1020 24492165293100059125294 RECURRING ,Software Services,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=998452,openai,OpenAI (ChatGPT),general_purpose,generative,high
1862627,976432,16962,"Kearney, Patrick",5/21/2025,20.0,OPENAI *CHATGPT SUBSCR                      OPENAI.COM   CA 24492165140100034412069 RECURRING,OpenAI,CHECKCARD,Technology Subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=976432,openai,OpenAI (ChatGPT),general_purpose,generative,high
1917327,1002229,16962,"Kearney, Patrick",11/21/2025,21.25,OPENAI *CHATGPT SUBSCR                      OPENAI.COM   CA 24492165324100068706442 RECURRING,OpenAI,11/20 PURCHASE   ,Campaign Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1002229,openai,OpenAI (ChatGPT),general_purpose,generative,high
1927575,1006547,16962,"Kearney, Patrick",12/22/2025,21.25,OPENAI *CHATGPT SUBSCR                      OPENAI.COM   CA 24492165354100032241511 RECURRING,OpenAI,12/20 PURCHASE ,Tech Services,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1006547,openai,OpenAI (ChatGPT),general_purpose,generative,high
1940407,1013006,16962,"Kearney, Patrick",1/21/2026,21.25,OPENAI *CHATGPT SUBSCR                      OPENAI.COM   CA 24492166020100068632304 RECURRING,OpenAI,PURCHASE   01/20 ,AI Services,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1013006,openai,OpenAI (ChatGPT),general_purpose,generative,high
1957428,1022279,16962,"Kearney, Patrick",2/23/2026,21.25,OPENAI *CHATGPT SUBSCR                      OPENAI.COM   CA 24492166051100057993941 RECURRING,OpenAI,PURCHASE   0220 ,AI Services,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1022279,openai,OpenAI (ChatGPT),general_purpose,generative,high
1957679,1022307,16962,"Kearney, Patrick",3/23/2026,21.25,OPENAI *CHATGPT SUBSCR                      OPENAI.COM   CA 24492166079100061190201 RECURRING,OpenAI,PURCHASE   0320 ,AI Services,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1022307,openai,OpenAI (ChatGPT),general_purpose,generative,high
1964208,1024682,16962,"Kearney, Patrick",4/21/2026,21.25,OPENAI *CHATGPT SUBSCR                      OPENAI.COM   CA 24492166110100052880902 RECURRING,OpenAI,PURCHASE   0420 ,AI Services,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1024682,openai,OpenAI (ChatGPT),general_purpose,generative,high
1972520,1028668,16962,"Kearney, Patrick",5/11/2026,8.5,OPENAI *CHATGPT SUBSCR                      OPENAI.COM   CA 24492166128100074148668,OpenAI,PURCHASE   0508 ,AI Services,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1028668,openai,OpenAI (ChatGPT),general_purpose,generative,high
1972525,1028668,16962,"Kearney, Patrick",5/21/2026,21.25,OPENAI *CHATGPT SUBSCR                      OPENAI.COM   CA 24492166140100070974517 RECURRING,OpenAI,PURCHASE   0520 ,AI Services,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1028668,openai,OpenAI (ChatGPT),general_purpose,generative,high
1981544,1032463,16962,"Kearney, Patrick",6/9/2026,8.5,OPENAI *CHATGPT SUBSCR                      OPENAI.COM   CA 24492166159100057527922 RECURRING,OpenAI,PURCHASE   0608 ,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1032463,openai,OpenAI (ChatGPT),general_purpose,generative,high
1981553,1032463,16962,"Kearney, Patrick",6/22/2026,21.25,OPENAI *CHATGPT SUBSCR                      OPENAI.COM   CA 24492166171100033174223 RECURRING,OpenAI,PURCHASE   0620 ,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1032463,openai,OpenAI (ChatGPT),general_purpose,generative,high
1990483,1036841,16962,"Kearney, Patrick",7/9/2026,8.5,OPENAI*CHATGPTSUBSCROPENAI.COMCA24492166189100059794755RECURRINGCKCD,OpenAI,PURCHASE0708,Tech Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1036841,openai,OpenAI (ChatGPT),general_purpose,generative,high
2005767,1042174,16962,"Kearney, Patrick",8/10/2026,8.5,OPENAI*CHATGPTSUBSCROPENAI.COMCA24492166220100041987286RECURRINGCKCD,,PURCHASE0808,,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1042174,openai,OpenAI (ChatGPT),general_purpose,generative,high
2005786,1042174,16962,"Kearney, Patrick",8/21/2026,21.25,OPENAI*CHATGPTSUBSCROPENAI.COMCA24492166232100060536523RECURRINGCKCD,,PURCHASE0820,,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1042174,openai,OpenAI (ChatGPT),general_purpose,generative,high
1791077,941614,18877,"Kivi, Molly",8/2/2024,39.99,PADDLE.NET* CHATAI WEB New,Chat GPT: AI ,POS PURCHASE,AI to assist in editing internal and external communications ,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=941614,openai,OpenAI (ChatGPT),general_purpose,generative,high
1645477,869908,17555,"Lara, Kendra",1/26/2023,153.0,GRAMMARLY,communications app,POS DEBIT             ,communications app fee,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=869908,grammarly,Grammarly,general_purpose,legacy,high
1741854,916599,17555,"Lara, Kendra",1/2/2024,153.0,GRAMMARLY CO,writing app,DBT PURCHASE          ,renewal of writing app,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=916599,grammarly,Grammarly,general_purpose,legacy,high
1868668,979586,15297,"Lawn, John",6/3/2025,60.0,OPENAI,,DBT PURCHASE          ,fee for office information services ,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=979586,openai,OpenAI (ChatGPT),general_purpose,generative,high
1875449,983703,15297,"Lawn, John",7/3/2025,60.0,OPENAI,,DBT PURCHASE          ,office information technology fee,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=983703,openai,OpenAI (ChatGPT),general_purpose,generative,high
1884123,987892,15297,"Lawn, John",8/4/2025,60.0,OPENAI *CHATGP,,DBT PURCHASE          ,campaign office expense,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=987892,openai,OpenAI (ChatGPT),general_purpose,generative,high
1898311,993307,15297,"Lawn, John",9/3/2025,63.75,OPENAI *CHATGP,,DBT PURCHASE          ,online office fee,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=993307,openai,OpenAI (ChatGPT),general_purpose,generative,high
1907604,997996,15297,"Lawn, John",10/3/2025,63.75,OPENAI *CHATGP,,DBT PURCHASE          ,online subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=997996,openai,OpenAI (ChatGPT),general_purpose,generative,high
1917720,1002336,15297,"Lawn, John",11/3/2025,63.75,OPENAI *CHATGP,,DBT PURCHASE          ,online sunscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1002336,openai,OpenAI (ChatGPT),general_purpose,generative,high
1926613,1006152,15297,"Lawn, John",12/3/2025,63.75,OPENAI *CHATGP,,DBT PURCHASE          ,online subscription ,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1006152,openai,OpenAI (ChatGPT),general_purpose,generative,high
1938009,1012100,15297,"Lawn, John",1/5/2026,63.75,OPENAI *CHATGP,,DBT PURCHASE          ,online ai fee,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1012100,openai,OpenAI (ChatGPT),general_purpose,generative,high
1945335,1015845,15297,"Lawn, John",2/3/2026,63.75,OPENAI *CHATGP,,DBT PURCHASE          ,online subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1015845,openai,OpenAI (ChatGPT),general_purpose,generative,high
1952463,1019625,15297,"Lawn, John",3/3/2026,63.75,OPENAI *CHATGP,,DBT PURCHASE          ,online office subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1019625,openai,OpenAI (ChatGPT),general_purpose,generative,high
1969963,1027979,15297,"Lawn, John",5/4/2026,42.57,OPENAI *CHATGP,,DBT PURCHASE          ,productivity software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1027979,openai,OpenAI (ChatGPT),general_purpose,generative,high
1978625,1031798,15297,"Lawn, John",6/3/2026,53.13,OPENAI *CHATGP,,DBT PURCHASE          ,productivity software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1031798,openai,OpenAI (ChatGPT),general_purpose,generative,high
1992730,1037728,15297,"Lawn, John",7/3/2026,53.13,OPENAI *CHATGP,,DBT PURCHASE,online research fee,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1037728,openai,OpenAI (ChatGPT),general_purpose,generative,high
2001129,1041062,15297,"Lawn, John",8/3/2026,53.13,OPENAI *CHATGP,,DBT PURCHASE,,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1041062,openai,OpenAI (ChatGPT),general_purpose,generative,high
1986820,1035863,19677,"Lee, Macy",7/8/2026,21.25,OPENAI *CHATGPT SUBSCR SAN,,POS PURCHASE,for monthly subscription for marketing,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1035863,openai,OpenAI (ChatGPT),general_purpose,generative,high
2003017,1041465,19677,"Lee, Macy",8/10/2026,21.25,OPENAI *CHATGPT SUBSCR SAN,OpenAI ChATGPT ,POS PURCHASE,for monthly subscription for help with social posts,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1041465,openai,OpenAI (ChatGPT),general_purpose,generative,high
1977061,1031324,14232,"Lombardo, Marc",6/12/2026,21.25,OPENAI CHATGPT,,DEBIT CARD,Content creation software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1031324,openai,OpenAI (ChatGPT),general_purpose,generative,high
1951554,1019309,14232,"Lombardo, Marc",3/12/2026,198.72,OPENAI CHATGPT SUBSCR,,DEBIT CARD,Content Creation software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1019309,openai,OpenAI (ChatGPT),general_purpose,generative,high
1960413,1023646,14232,"Lombardo, Marc",4/13/2026,212.5,OPENAI CHATGPT SUBSCR,OpenAI ChatGPT,DEBIT CARD,Content creation software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1023646,openai,OpenAI (ChatGPT),general_purpose,generative,high
1968659,1027494,14232,"Lombardo, Marc",5/12/2026,21.25,OPENAI CHATGPT SUBSCR,,DEBIT CARD,Content Creation Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1027494,openai,OpenAI (ChatGPT),general_purpose,generative,high
1985953,1035471,14232,"Lombardo, Marc",7/13/2026,21.25,OPENAI CHATGPT SUBSCR,,DEBIT CARD,Design and research platform,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1035471,openai,OpenAI (ChatGPT),general_purpose,generative,high
1998558,1040455,14232,"Lombardo, Marc",8/12/2026,21.25,OPENAI CHATGPT SUBSCR,,DEBIT CARD,Design and research platform,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1040455,openai,OpenAI (ChatGPT),general_purpose,generative,high
1779545,936869,17889,"MacRae, Kari",7/1/2024,153.0,GRAMMARLY,,POS PURCHASE,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=936869,grammarly,Grammarly,general_purpose,legacy,high
1874420,983277,17889,"MacRae, Kari",7/1/2025,153.0,GRAMMARLY CO,,POS PURCHASE ,Email software fee,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=983277,grammarly,Grammarly,general_purpose,legacy,high
1986926,1035913,17889,"MacRae, Kari",7/1/2026,153.0,GRAMMARLY CO*WVZSFU,,POS PURCHASE,,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1035913,grammarly,Grammarly,general_purpose,legacy,high
